Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2016-01-04,49.98533248901367,50.29508110346954,49.34002738857721,50.01114528382559,20400100
2016-01-05,50.41123962402344,50.42414356065753,49.636870497214666,49.81110564314385,11993500
2016-01-06,49.99179458618164,50.101495288492586,49.42392285979469,49.456190089080486,18826900
2016-01-07,49.191612243652344,50.32734572808957,48.97866036908757,49.08190662981485,21263800
2016-01-08,48.19784164428711,49.46263910590816,48.075232094366285,49.26904559795816,19033600
2016-01-11,47.55253601074219,48.475322532038795,46.823338072053254,48.40433857476311,21353000
2016-01-12,48.52694320678711,48.668911121358065,47.20407066061313,47.83001741670106,21864100
2016-01-13,48.81733703613281,49.727214764623064,48.359170956781306,48.94639610066167,26052700
2016-01-14,51.05656433105469,51.57280569011107,48.914150628911614,49.17872327922901,33806700
2016-01-15,50.06277084350586,50.44349848935779,49.23678110316718,49.25613946844275,28342100
2016-01-19,49.30131912231445,50.4886783477918,48.52050040752571,50.288635307763954,22684500
2016-01-20,47.223426818847656,48.86250234295268,46.171581291508105,48.44305304858979,33300800
2016-01-21,47.81710433959961,48.39142545367982,46.85560117111397,47.21052092623632,22265600
2016-01-22,49.4110107421875,49.54006979138934,48.21719730556544,49.31421399364255,22530300
2016-01-25,47.73967742919922,49.262593062258645,47.6880518353226,48.88186538481569,17086600
2016-01-26,49.49490737915039,49.54007854668292,47.91391159222387,48.249468133424365,18724700
2016-01-27,48.58501434326172,49.991779448951036,48.21719068790328,49.04318030531967,18106100
2016-01-28,49.68204879760742,50.11440704791807,48.79798377418672,49.91435907669461,16157700
2016-01-29,50.237003326416016,50.237003326416016,49.204516104294854,49.514264732574915,25161900
2016-02-01,49.230323791503906,49.552976322639765,48.68181547323033,49.469088436927734,16754200
2016-02-02,48.1333122253418,48.797980713044375,47.46219915373194,47.875194085470895,21404200
2016-02-03,50.64354705810547,50.675809359543315,47.920358713758134,48.73989403493096,25873700
2016-02-04,51.514686584472656,51.62438722573889,50.04984183990259,50.70805553407048,23658700
2016-02-05,51.67604064941406,51.688944586930596,50.70162843677239,51.237232924533984,26719900
2016-02-08,52.37296676635742,52.773052796453605,50.92103022240531,51.17269882949401,26601200
2016-02-09,52.14506912231445,52.529252427980765,51.239954079908394,52.07995389721529,18418100
2016-02-10,51.669708251953125,53.03714757865672,51.62412710666208,51.9431951236994,16610900
2016-02-11,51.83250427246094,52.190645429201936,50.51715896292383,51.0120386020915,19331600
2016-02-12,52.7636604309082,52.78970750922001,51.96924193030074,52.1450584669124,16767200
2016-02-16,52.887367248535156,53.29759743329649,52.27527350824967,53.19992216036167,15912200
2016-02-17,53.395286560058594,53.903192149534846,52.84831283846018,53.167380842725926,17006700
2016-02-18,53.68830490112305,54.085514118474315,53.30412170583315,53.98133078184233,14873700
2016-02-19,53.72087097167969,53.753431062487834,52.68552566121587,53.519012318991805,13615900
2016-02-22,53.64923095703125,54.33295296997764,53.52550860071473,53.720859166691206,14595200
2016-02-23,52.893882751464844,53.63620691200742,52.665972114550264,53.388762213179234,11041600
2016-02-24,53.08273696899414,53.24552750860068,51.87808796950031,52.03437046446316,13777500
2016-02-25,53.401790618896484,53.4408587444691,52.105974817064514,53.10876477318828,13706400
2016-02-26,53.23249053955078,54.098537143700064,53.19342241147447,53.97481478082973,14343300
2016-02-29,52.190643310546875,53.65575803560168,52.12552809413895,53.317150961524376,18903600
2016-03-01,52.92645263671875,53.24552066228936,52.30133764116369,52.45761514805937,15730600
2016-03-02,53.851097106933594,53.864123129407595,52.29482027541183,52.71156357108457,14094400
2016-03-03,53.655757904052734,53.864129576830756,53.09575810196694,53.8250614406763,13216200
2016-03-04,53.58412170410156,54.0269120638777,53.23900663815301,53.82505343314669,18402700
