Price,Close,High,Low,Open,Volume
Ticker,MA,MA,MA,MA,MA
Date,,,,,
2016-01-04,89.27867126464844,90.01316400166846,88.25226658965552,89.80600509412149,6378700
2016-01-05,89.44813537597656,90.23913222061107,88.90197892757045,89.81538160175131,4352500
2016-01-06,88.08000183105469,89.06129035854558,87.73089448095236,88.21209767142044,4370000
2016-01-07,86.466552734375,87.15534446483086,85.56074946052772,86.39106732854994,6600000
2016-01-08,84.81532287597656,87.03265384375923,84.6549218337547,86.77789967074114,5912100
2016-01-11,85.4664077758789,85.95704858223806,84.249232438619,85.1550358340643,5845600
2016-01-12,86.27784729003906,86.68357235209163,85.03236687608218,86.43824838002426,4441800
2016-01-13,84.15486145019531,86.94775646115966,83.73969894901009,86.87227106118345,4895000
2016-01-14,85.58902740478516,86.51370533467093,84.12653592621726,84.35298487282272,6235800
2016-01-15,83.70196533203125,84.23978626752708,82.86220996254977,83.11696421675948,6459800
2016-01-19,81.35250854492188,84.67378612470455,80.66371704072387,84.50394761672985,10175200
2016-01-20,80.3240737915039,81.10721875186678,78.80496405342562,79.9277861725318,11672100
2016-01-21,81.25819396972656,82.58859024781349,79.7862571360464,80.41843850374266,5989700
2016-01-22,83.03205871582031,83.81520372457453,82.46593248249503,82.7773044303639,4912500
2016-01-25,81.87146759033203,83.21130812501706,81.75824669914971,83.06033733852955,5110500
2016-01-26,82.0885009765625,82.56027397068068,81.52237482335761,82.0885009765625,4872500
2016-01-27,80.02213287353516,82.13568106798691,79.57866510774676,81.98471025466124,6750900
2016-01-28,78.72003936767578,80.81471254100425,78.64455396353968,80.52220839964797,9169600
2016-01-29,84.00390625,84.21148753914103,76.42723238846412,76.85182524448147,16410500
2016-02-01,83.62649536132812,84.1643163961058,82.30553646796967,83.5227047056091,5956400
2016-02-02,81.07889556884766,82.78671126199217,80.55051219388218,82.73010081429831,7096900
2016-02-03,81.5884017944336,81.86203092456866,79.69187282966729,81.67331745619133,5253600
2016-02-04,81.4563217163086,81.96583738142321,80.89962587530619,81.37139883944741,4490600
2016-02-05,78.08788299560547,81.44690505510843,77.54062448966583,81.18271327946474,8474000
2016-02-08,76.09697723388672,77.12543879545119,75.36101259374263,76.84237934853321,9213800
2016-02-09,77.34245300292969,78.53132276691332,74.08721556323124,74.41746236338693,7802700
2016-02-10,78.6068115234375,80.05043568860077,78.24826665062267,78.37092503373934,4858900
2016-02-11,77.47457122802734,78.11618286713113,75.46482061666723,75.62522172677181,6285400
2016-02-12,80.09760284423828,80.4561476587631,78.6067987440274,78.89930283880497,5213300
2016-02-16,81.31478118896484,81.70163124199912,80.54107388421278,81.25817074185825,4908000
2016-02-17,82.28661346435547,82.65459568387426,81.70161258268573,82.02242183995038,4143400
2016-02-18,81.18270111083984,82.51309726696891,80.98455730880721,81.6922168297887,3551500
2016-02-19,81.89032745361328,81.95637536086457,80.40896107782117,80.81468599341682,3490500
2016-02-22,82.86222076416016,83.24907813243482,81.89036940304084,81.89036940304084,3010800
2016-02-23,81.34310150146484,82.89051639801065,81.07890976771579,82.33382770170867,4236900
2016-02-24,81.54124450683594,81.86205389375,79.81455357978604,80.33350676508019,3361300
2016-02-25,82.48477935791016,82.4942168323709,80.69204074060957,81.66389904692014,3280500
2016-02-26,82.62630462646484,83.588718165824,82.55081923550406,83.13582021742549,3294900
2016-02-29,82.01300811767578,83.8151842468204,81.99414036704671,82.37156016778377,4302900
2016-03-01,85.01348876953125,85.04179399627981,82.7678519970392,82.81502497539202,4967500
2016-03-02,84.81532287597656,85.00402913756905,83.9661303014455,84.69266452580969,3898300
2016-03-03,84.673828125,85.05124801867355,83.9001205823778,84.66439784670531,4202500
2016-03-04,84.96631622314453,85.44751947768505,84.44736306783493,84.91913604586753,3181300
2016-03-07,83.3150863647461,84.68322472030883,82.50363650462349,84.62661428312705,4939800
2016-03-08,81.94696044921875,82.80559067855309,81.90921774915839,82.52252402744234,4251700
2016-03-09,82.25833129882812,82.6546188464889,81.80542610244159,82.28663652384905,3477800
2016-03-10,81.98471069335938,83.22075363966778,81.07890740461224,82.71124513867876,3239100
2016-03-11,83.57928466796875,84.12654293330633,82.82444518483534,82.94711074008714,4003200
2016-03-14,83.8529281616211,84.09824491677297,83.05090837392872,83.53211880680733,4407400
2016-03-15,84.31525421142578,84.63605633166301,83.22073761575773,83.37170840082226,4468800
2016-03-16,84.92855834960938,85.22105524015959,83.99444283692043,84.18315631363272,3005000
2016-03-17,86.24952697753906,86.48541343285623,84.59832179031885,84.84363852079672,4568900
2016-03-18,87.09874725341797,87.22141286634476,86.2872969470603,86.81568771316593,5972900
2016-03-21,87.1364517211914,87.40064338894797,86.39104968791648,86.6741163026174,3176900
2016-03-22,86.5798110961914,87.00440405462257,86.37222975698079,86.5043256639899,3541300
2016-03-23,86.92886352539062,87.41951132503223,86.46652814389495,86.69297709828514,2816100
2016-03-24,86.72132110595703,86.77793156550516,86.14575743826744,86.14575743826744,2618700
2016-03-28,86.0891342163086,87.08929786202633,86.03252376041905,86.97606975156263,2304300
2016-03-29,87.54218292236328,87.78750685930616,85.95702560440326,86.0702536980731,3326300
2016-03-30,88.51404571533203,88.85372284262651,88.03284245056861,88.26872894459619,3477900
2016-03-31,89.16508483886719,89.58024732582271,88.2404067175618,88.3913775123397,5647100
2016-04-01,90.457763671875,90.68421271141456,88.22155691053061,88.36309025974977,5276900
2016-04-04,89.68404388427734,90.67476279552496,89.12734804003749,90.58984711685409,4449900
2016-04-05,89.02354431152344,90.02370774924944,88.5895141096995,88.78765786279196,5378300
2016-04-06,89.58135986328125,89.66644687468978,88.72099716637018,89.06135963842195,3334200
2016-04-07,88.4090347290039,89.11812225474424,87.96467205875949,89.0330280007855,3046500
2016-04-08,88.67375946044922,89.49630358591338,88.32394035148397,88.95739014242177,2564000
2016-04-11,88.37120819091797,89.51520176755514,88.2955704635674,88.79665778414618,3858200
2016-04-12,88.73993682861328,88.86284273082069,88.05921168024084,88.64539327205289,2673700
2016-04-13,90.5268325805664,90.5268325805664,89.24102007338348,89.34502014478878,3698600
2016-04-14,90.92391204833984,91.49118052633531,90.20537534237694,90.49846249314577,3292200
2016-04-15,91.40611267089844,92.00174361573198,90.89556876966472,90.99956885398335,4127600
2016-04-18,92.34207153320312,92.45552809526725,91.33044063106004,91.36825948508141,3079700
2016-04-19,91.93556213378906,92.80538167404877,91.09411215452549,92.6541062015822,3635900
2016-04-20,92.55953979492188,93.03226470989776,91.7559088821048,92.33263385543218,3627300
2016-04-21,92.21920013427734,92.73919334169776,92.03956231383874,92.60683090975718,2913600
2016-04-22,92.13409423828125,93.11736304648846,91.13191960499014,91.13191960499014,7176300
2016-04-25,91.68972778320312,92.01117726339896,91.27372754934048,91.51009000708792,3276100
2016-04-26,91.96392059326172,92.28537735205596,91.45338392830182,91.85992772685229,2929200
2016-04-27,93.01335144042969,93.23080807458506,91.2831837380002,91.93553921404684,5211900
2016-04-28,91.87882995605469,94.5449986288601,91.4533803475092,92.59737396533309,6261400
2016-04-29,91.69918060302734,92.3326374961117,90.83882497471645,91.54791237513963,5338500
2016-05-02,92.43661499023438,92.59734692300326,91.22644051532069,91.85044078637803,3813100
2016-05-03,91.18864440917969,92.21918860122045,90.6875570918982,91.71810128393896,3362100
2016-05-04,90.99957275390625,91.13193519176407,90.0352168190547,90.49848535155708,3187500
2016-05-05,90.94284057617188,91.54792801753149,90.72538389574048,91.08465230991922,2848600
2016-05-06,91.40611267089844,91.48175040735045,90.43230025701641,90.57411920956103,2042700
2016-05-09,91.44392395019531,91.9450112894844,91.23592379882,91.52901098673378,1972600
2016-05-10,92.31371307373047,92.37043775054089,91.41553869592269,91.50062571113833,1903500
2016-05-11,91.15082550048828,92.50281189096636,91.1035501216672,92.31372480210217,2540600
2016-05-12,90.62137603759766,91.5384636409115,90.04465099248712,91.46282591393062,4216800
2016-05-13,90.15808868408203,91.02790072240074,89.95008858509078,90.37553808705714,3371600
2016-05-16,90.9050064086914,91.25481824400438,90.24318717201618,90.38500609510444,2273600
2016-05-17,90.38500213623047,91.0373648259369,90.06355265697265,90.74427768741245,3463300
2016-05-18,90.41337585449219,90.92391969156836,89.6948390881278,90.12974519825698,2469900
