Price,Close,High,Low,Open,Volume
Ticker,ABT,ABT,ABT,ABT,ABT
Date,,,,,
2016-01-04,35.5594367980957,36.48714541559342,35.20326236142288,36.39603058391994,12227500
2016-01-05,35.55115509033203,35.783084635286755,35.29438035236932,35.58428833386271,8245200
2016-01-06,35.25296401977539,35.60085358416559,34.963052889690324,35.04588599532602,5906000
2016-01-07,34.408084869384766,34.93820409976607,34.29212168270884,34.52404805606069,7151400
2016-01-08,33.68745040893555,34.70627703679519,33.57977211473883,34.67314379561476,7477700
2016-01-11,33.737144470214844,33.87795914114125,33.215307070502796,33.77027770569861,7839700
2016-01-12,34.34181213378906,34.46606018818529,33.853107964794795,33.95250767221549,7328900
2016-01-13,33.574951171875,34.750241079121594,33.47492737840908,34.57519864563146,5754400
2016-01-14,34.258460998535156,34.441840646197036,33.45826410279211,33.624972584330195,7326800
2016-01-15,33.79167938232422,34.108421983796276,33.1331826618908,33.2165353086572,10464800
2016-01-19,33.699989318847656,34.44183868067152,33.449928200660906,34.258459043474744,7997300
2016-01-20,33.3082275390625,33.57495984366301,32.57471529126104,33.11651389386213,11279900
2016-01-21,32.908119201660156,33.491597135174835,32.708071623123026,33.491597135174835,10089500
2016-01-22,33.36656951904297,33.50827282103055,33.124845593980744,33.50827282103055,8854600
2016-01-25,33.058170318603516,33.474939991394635,32.991488824401074,33.366578986152874,5304600
2016-01-26,33.474937438964844,33.70832742042804,33.049833804199736,33.22487629029713,5360400
2016-01-27,33.733341217041016,34.583551803782434,33.25822400381794,33.299900338719866,10530700
2016-01-28,30.59922218322754,32.09125806141881,30.007410135352654,32.016239408892446,23544400
2016-01-29,31.549461364746094,31.566132532379658,30.57422190593338,30.58255589990011,16124300
2016-02-01,32.04958724975586,32.26630607226366,30.149115452202153,30.149115452202153,14252500
2016-02-02,31.574464797973633,32.2829718239161,31.524451302847257,31.674488608526776,9632400
2016-02-03,31.691162109375,32.016241902407515,30.924304359413824,31.866204585669454,6914000
2016-02-04,31.682828903198242,31.857874581108913,31.28273040170287,31.491115236629643,5103800
2016-02-05,31.182710647583008,31.966236584641234,30.940983444340347,31.866212741116932,5750200
2016-02-08,31.224380493164062,31.37441781711114,30.58255486954601,30.999324507243447,7802000
2016-02-09,30.84095001220703,31.491109562528045,30.732589027253642,30.807607681498347,8691600
2016-02-10,31.01600456237793,31.82453890871159,30.940985878906755,31.324416472037704,7909400
2016-02-11,30.29081916809082,30.71592282435737,30.02408683872746,30.374171828629304,7724000
2016-02-12,30.949321746826172,30.965992917970933,30.340838308695886,30.59089951646575,6424800
2016-02-16,31.666170120239258,31.682838113742754,30.940988394491733,30.949325570944644,7960200
2016-02-17,32.04958724975586,32.141277083020746,31.87454475699569,31.98290257839952,6358900
2016-02-18,31.932889938354492,32.416341051820595,31.85787127837011,31.957895098449317,5617800
2016-02-19,32.11626434326172,32.21629133659806,31.79118456416787,31.941221874472678,5735000
2016-02-22,32.641395568847656,32.708080232378386,32.11626497249233,32.11626497249233,4946300
2016-02-23,31.99957847595215,32.54971437715446,31.92455979943817,32.43301936473285,6144300
2016-02-24,32.67473602294922,32.77475983279765,31.649483227828952,31.8245256899886,7054800
2016-02-25,33.03316116333008,33.04149515671053,32.48302538892359,32.691410200133625,7608300
2016-02-26,32.941471099853516,33.24154573458181,32.69140996414655,32.90812876717263,8741400
2016-02-29,32.29131317138672,33.20820510935572,32.29131317138672,32.79143546851526,8463400
2016-03-01,32.7830924987793,32.89145028634552,32.34131463825086,32.43300444288316,9693900
2016-03-02,32.79143142700195,32.98314505659604,32.5913806249866,32.7997654197236,7498100
2016-03-03,32.357994079589844,32.41634157388406,31.749510796450206,32.14127526931133,13516200
2016-03-04,32.6580696105957,32.8164409308777,32.34132379033167,32.383000118858504,7419200
2016-03-07,32.6580696105957,32.83311209822844,32.44134761473608,32.508032284139055,5955800
2016-03-08,32.649742126464844,32.91647770353524,32.408018077393244,32.46636559058649,7704200
2016-03-09,32.741416931152344,32.83310674678696,32.51636097814906,32.724745766518815,6196000
2016-03-10,32.53304672241211,33.24155722820677,32.358004184864384,32.84979263299915,8716900
2016-03-11,33.64999008178711,33.716674770732915,32.574726499994405,32.71642669445276,11786400
2016-03-14,33.75835037231445,33.908387739456366,33.3332466185463,33.59997900908728,5707800
2016-03-15,33.25822067260742,33.62497683459003,32.966479998114245,33.47493950021073,5309200
2016-03-16,33.49161148071289,33.608306481460275,33.15819446740583,33.45826914344212,5393000
